algorithm,left_term,right_term,is_zero,commutator_rank,nonzero_entries,provenance
standard_3x3,24,16,False,2,2,EXACT_DERIVED
standard_3x3,24,17,False,2,2,EXACT_DERIVED
standard_3x3,24,18,False,2,2,EXACT_DERIVED
standard_3x3,24,19,False,2,2,EXACT_DERIVED
standard_3x3,24,20,False,2,2,EXACT_DERIVED
standard_3x3,24,21,True,0,0,EXACT_DERIVED
standard_3x3,24,22,False,2,2,EXACT_DERIVED
standard_3x3,24,23,False,2,2,EXACT_DERIVED
standard_3x3,24,24,True,0,0,EXACT_DERIVED
standard_3x3,24,25,False,2,2,EXACT_DERIVED
standard_3x3,24,26,False,2,2,EXACT_DERIVED
standard_3x3,24,27,True,0,0,EXACT_DERIVED
standard_3x3,25,1,False,2,2,EXACT_DERIVED
standard_3x3,25,2,False,2,2,EXACT_DERIVED
standard_3x3,25,3,False,2,2,EXACT_DERIVED
standard_3x3,25,4,False,2,2,EXACT_DERIVED
standard_3x3,25,5,False,2,2,EXACT_DERIVED
standard_3x3,25,6,False,2,2,EXACT_DERIVED
standard_3x3,25,7,False,2,2,EXACT_DERIVED
standard_3x3,25,8,False,2,2,EXACT_DERIVED
standard_3x3,25,9,False,2,2,EXACT_DERIVED
standard_3x3,25,10,False,2,2,EXACT_DERIVED
standard_3x3,25,11,False,2,2,EXACT_DERIVED
standard_3x3,25,12,False,2,2,EXACT_DERIVED
standard_3x3,25,13,False,2,2,EXACT_DERIVED
standard_3x3,25,14,False,2,2,EXACT_DERIVED
standard_3x3,25,15,False,2,2,EXACT_DERIVED
standard_3x3,25,16,False,2,2,EXACT_DERIVED
standard_3x3,25,17,False,2,2,EXACT_DERIVED
standard_3x3,25,18,False,2,2,EXACT_DERIVED
standard_3x3,25,19,True,0,0,EXACT_DERIVED
standard_3x3,25,20,False,2,2,EXACT_DERIVED
standard_3x3,25,21,False,2,2,EXACT_DERIVED
standard_3x3,25,22,True,0,0,EXACT_DERIVED
standard_3x3,25,23,False,2,2,EXACT_DERIVED
standard_3x3,25,24,False,2,2,EXACT_DERIVED
standard_3x3,25,25,True,0,0,EXACT_DERIVED
standard_3x3,25,26,False,2,2,EXACT_DERIVED
standard_3x3,25,27,False,2,2,EXACT_DERIVED
standard_3x3,26,1,False,2,2,EXACT_DERIVED
standard_3x3,26,2,False,2,2,EXACT_DERIVED
standard_3x3,26,3,False,2,2,EXACT_DERIVED
standard_3x3,26,4,False,2,2,EXACT_DERIVED
standard_3x3,26,5,False,2,2,EXACT_DERIVED
standard_3x3,26,6,False,2,2,EXACT_DERIVED
standard_3x3,26,7,False,2,2,EXACT_DERIVED
standard_3x3,26,8,False,2,2,EXACT_DERIVED
standard_3x3,26,9,False,2,2,EXACT_DERIVED
standard_3x3,26,10,False,2,2,EXACT_DERIVED
standard_3x3,26,11,False,2,2,EXACT_DERIVED
standard_3x3,26,12,False,2,2,EXACT_DERIVED
standard_3x3,26,13,False,2,2,EXACT_DERIVED
standard_3x3,26,14,False,2,2,EXACT_DERIVED
standard_3x3,26,15,False,2,2,EXACT_DERIVED
standard_3x3,26,16,False,2,2,EXACT_DERIVED
standard_3x3,26,17,False,2,2,EXACT_DERIVED
standard_3x3,26,18,False,2,2,EXACT_DERIVED
standard_3x3,26,19,False,2,2,EXACT_DERIVED
standard_3x3,26,20,True,0,0,EXACT_DERIVED
standard_3x3,26,21,False,2,2,EXACT_DERIVED
standard_3x3,26,22,False,2,2,EXACT_DERIVED
standard_3x3,26,23,True,0,0,EXACT_DERIVED
standard_3x3,26,24,False,2,2,EXACT_DERIVED
standard_3x3,26,25,False,2,2,EXACT_DERIVED
standard_3x3,26,26,True,0,0,EXACT_DERIVED
standard_3x3,26,27,False,2,2,EXACT_DERIVED
standard_3x3,27,1,False,2,2,EXACT_DERIVED
standard_3x3,27,2,False,2,2,EXACT_DERIVED
standard_3x3,27,3,False,2,2,EXACT_DERIVED
standard_3x3,27,4,False,2,2,EXACT_DERIVED
standard_3x3,27,5,False,2,2,EXACT_DERIVED
standard_3x3,27,6,False,2,2,EXACT_DERIVED
standard_3x3,27,7,False,2,2,EXACT_DERIVED
standard_3x3,27,8,False,2,2,EXACT_DERIVED
standard_3x3,27,9,False,2,2,EXACT_DERIVED
standard_3x3,27,10,False,2,2,EXACT_DERIVED
standard_3x3,27,11,False,2,2,EXACT_DERIVED
standard_3x3,27,12,False,2,2,EXACT_DERIVED
standard_3x3,27,13,False,2,2,EXACT_DERIVED
standard_3x3,27,14,False,2,2,EXACT_DERIVED
standard_3x3,27,15,False,2,2,EXACT_DERIVED
standard_3x3,27,16,False,2,2,EXACT_DERIVED
standard_3x3,27,17,False,2,2,EXACT_DERIVED
standard_3x3,27,18,False,2,2,EXACT_DERIVED
standard_3x3,27,19,False,2,2,EXACT_DERIVED
standard_3x3,27,20,False,2,2,EXACT_DERIVED
standard_3x3,27,21,True,0,0,EXACT_DERIVED
standard_3x3,27,22,False,2,2,EXACT_DERIVED
standard_3x3,27,23,False,2,2,EXACT_DERIVED
standard_3x3,27,24,True,0,0,EXACT_DERIVED
standard_3x3,27,25,False,2,2,EXACT_DERIVED
standard_3x3,27,26,False,2,2,EXACT_DERIVED
standard_3x3,27,27,True,0,0,EXACT_DERIVED
strassen_2x2,1,1,True,0,0,EXACT_DERIVED
strassen_2x2,1,2,False,2,6,EXACT_DERIVED
strassen_2x2,1,3,False,2,6,EXACT_DERIVED
strassen_2x2,1,4,False,2,6,EXACT_DERIVED
strassen_2x2,1,5,False,2,6,EXACT_DERIVED
strassen_2x2,1,6,False,2,7,EXACT_DERIVED
strassen_2x2,1,7,False,2,7,EXACT_DERIVED
strassen_2x2,2,1,False,2,6,EXACT_DERIVED
strassen_2x2,2,2,True,0,0,EXACT_DERIVED
strassen_2x2,2,3,False,2,4,EXACT_DERIVED
strassen_2x2,2,4,False,1,2,EXACT_DERIVED
strassen_2x2,2,5,False,2,4,EXACT_DERIVED
strassen_2x2,2,6,False,2,8,EXACT_DERIVED
strassen_2x2,2,7,False,2,9,EXACT_DERIVED
strassen_2x2,3,1,False,2,6,EXACT_DERIVED
strassen_2x2,3,2,False,2,4,EXACT_DERIVED
strassen_2x2,3,3,True,0,0,EXACT_DERIVED
strassen_2x2,3,4,False,2,4,EXACT_DERIVED
strassen_2x2,3,5,False,1,2,EXACT_DERIVED
strassen_2x2,3,6,False,2,8,EXACT_DERIVED
strassen_2x2,3,7,False,2,9,EXACT_DERIVED
strassen_2x2,4,1,False,2,6,EXACT_DERIVED
strassen_2x2,4,2,False,1,2,EXACT_DERIVED
strassen_2x2,4,3,False,2,4,EXACT_DERIVED
strassen_2x2,4,4,True,0,0,EXACT_DERIVED
strassen_2x2,4,5,False,2,4,EXACT_DERIVED
strassen_2x2,4,6,False,2,9,EXACT_DERIVED
strassen_2x2,4,7,False,2,8,EXACT_DERIVED
strassen_2x2,5,1,False,2,6,EXACT_DERIVED
strassen_2x2,5,2,False,2,4,EXACT_DERIVED
strassen_2x2,5,3,False,1,2,EXACT_DERIVED
strassen_2x2,5,4,False,2,4,EXACT_DERIVED
strassen_2x2,5,5,True,0,0,EXACT_DERIVED
strassen_2x2,5,6,False,2,9,EXACT_DERIVED
strassen_2x2,5,7,False,2,8,EXACT_DERIVED
strassen_2x2,6,1,False,2,7,EXACT_DERIVED
strassen_2x2,6,2,False,2,8,EXACT_DERIVED
strassen_2x2,6,3,False,2,8,EXACT_DERIVED
strassen_2x2,6,4,False,2,9,EXACT_DERIVED
strassen_2x2,6,5,False,2,9,EXACT_DERIVED
strassen_2x2,6,6,True,0,0,EXACT_DERIVED
strassen_2x2,6,7,False,1,8,EXACT_DERIVED
strassen_2x2,7,1,False,2,7,EXACT_DERIVED
strassen_2x2,7,2,False,2,9,EXACT_DERIVED
strassen_2x2,7,3,False,2,9,EXACT_DERIVED
strassen_2x2,7,4,False,2,8,EXACT_DERIVED
strassen_2x2,7,5,False,2,8,EXACT_DERIVED
strassen_2x2,7,6,False,1,8,EXACT_DERIVED
strassen_2x2,7,7,True,0,0,EXACT_DERIVED
