support_type_id,canonical_state,alpha_row_support,alpha_col_support,beta_row_support,beta_col_support,gamma_row_support,gamma_col_support,orbit_size,active_count,auto_zero_count,orbit0_possible,all8_active,active_mask,provenance
1172,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1}",{0},"{0,1,2}",54,0,8,False,False,00000000,EXACT_DERIVED
1173,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1}', '{}')",{},"{0,1}","{0,2}","{0,1}","{0,1}",{},54,0,8,False,False,00000000,EXACT_DERIVED
1174,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1}', '{0}')",{},"{0,1}","{0,2}","{0,1}","{0,1}",{0},108,0,8,False,False,00000000,EXACT_DERIVED
1175,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1}', '{0,1}')",{},"{0,1}","{0,2}","{0,1}","{0,1}","{0,1}",54,0,8,False,False,00000000,EXACT_DERIVED
1176,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1}', '{2}')",{},"{0,1}","{0,2}","{0,1}","{0,1}",{2},54,0,8,False,False,00000000,EXACT_DERIVED
1177,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1}', '{0,2}')",{},"{0,1}","{0,2}","{0,1}","{0,1}","{0,2}",108,0,8,False,False,00000000,EXACT_DERIVED
1178,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1}","{0,1}","{0,1,2}",54,0,8,False,False,00000000,EXACT_DERIVED
1179,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1,2}', '{}')",{},"{0,1}","{0,2}","{0,1}","{0,1,2}",{},18,0,8,False,False,00000000,EXACT_DERIVED
1180,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1,2}', '{0}')",{},"{0,1}","{0,2}","{0,1}","{0,1,2}",{0},36,0,8,False,False,00000000,EXACT_DERIVED
1181,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1,2}', '{0,1}')",{},"{0,1}","{0,2}","{0,1}","{0,1,2}","{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1182,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1,2}', '{2}')",{},"{0,1}","{0,2}","{0,1}","{0,1,2}",{2},18,0,8,False,False,00000000,EXACT_DERIVED
1183,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1,2}', '{0,2}')",{},"{0,1}","{0,2}","{0,1}","{0,1,2}","{0,2}",36,0,8,False,False,00000000,EXACT_DERIVED
1184,"('{}', '{0,1}', '{0,2}', '{0,1}', '{0,1,2}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1}","{0,1,2}","{0,1,2}",18,0,8,False,False,00000000,EXACT_DERIVED
1185,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{}', '{}')",{},"{0,1}","{0,2}","{0,1,2}",{},{},6,0,8,False,False,00000000,EXACT_DERIVED
1186,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{}', '{0}')",{},"{0,1}","{0,2}","{0,1,2}",{},{0},18,0,8,False,False,00000000,EXACT_DERIVED
1187,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{}', '{0,1}')",{},"{0,1}","{0,2}","{0,1,2}",{},"{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1188,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1,2}",{},"{0,1,2}",6,0,8,False,False,00000000,EXACT_DERIVED
1189,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0}', '{}')",{},"{0,1}","{0,2}","{0,1,2}",{0},{},18,0,8,False,False,00000000,EXACT_DERIVED
1190,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0}', '{0}')",{},"{0,1}","{0,2}","{0,1,2}",{0},{0},54,0,8,False,False,00000000,EXACT_DERIVED
1191,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0}', '{0,1}')",{},"{0,1}","{0,2}","{0,1,2}",{0},"{0,1}",54,0,8,False,False,00000000,EXACT_DERIVED
1192,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1,2}",{0},"{0,1,2}",18,0,8,False,False,00000000,EXACT_DERIVED
1193,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1}', '{}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1}",{},18,0,8,False,False,00000000,EXACT_DERIVED
1194,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1}', '{0}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1}",{0},54,0,8,False,False,00000000,EXACT_DERIVED
1195,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1}', '{0,1}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1}","{0,1}",54,0,8,False,False,00000000,EXACT_DERIVED
1196,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1}","{0,1,2}",18,0,8,False,False,00000000,EXACT_DERIVED
1197,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1,2}', '{}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1,2}",{},6,0,8,False,False,00000000,EXACT_DERIVED
1198,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1,2}', '{0}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1,2}",{0},18,0,8,False,False,00000000,EXACT_DERIVED
1199,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1,2}', '{0,1}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1,2}","{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1200,"('{}', '{0,1}', '{0,2}', '{0,1,2}', '{0,1,2}', '{0,1,2}')",{},"{0,1}","{0,2}","{0,1,2}","{0,1,2}","{0,1,2}",6,0,8,False,False,00000000,EXACT_DERIVED
1201,"('{}', '{0,1}', '{0,1,2}', '{}', '{}', '{}')",{},"{0,1}","{0,1,2}",{},{},{},3,0,8,False,False,00000000,EXACT_DERIVED
1202,"('{}', '{0,1}', '{0,1,2}', '{}', '{}', '{0}')",{},"{0,1}","{0,1,2}",{},{},{0},9,0,8,False,False,00000000,EXACT_DERIVED
1203,"('{}', '{0,1}', '{0,1,2}', '{}', '{}', '{0,1}')",{},"{0,1}","{0,1,2}",{},{},"{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1204,"('{}', '{0,1}', '{0,1,2}', '{}', '{}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{},{},"{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1205,"('{}', '{0,1}', '{0,1,2}', '{}', '{0}', '{}')",{},"{0,1}","{0,1,2}",{},{0},{},9,0,8,False,False,00000000,EXACT_DERIVED
1206,"('{}', '{0,1}', '{0,1,2}', '{}', '{0}', '{0}')",{},"{0,1}","{0,1,2}",{},{0},{0},27,0,8,False,False,00000000,EXACT_DERIVED
1207,"('{}', '{0,1}', '{0,1,2}', '{}', '{0}', '{0,1}')",{},"{0,1}","{0,1,2}",{},{0},"{0,1}",27,0,8,False,False,00000000,EXACT_DERIVED
1208,"('{}', '{0,1}', '{0,1,2}', '{}', '{0}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{},{0},"{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1209,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1}', '{}')",{},"{0,1}","{0,1,2}",{},"{0,1}",{},9,0,8,False,False,00000000,EXACT_DERIVED
1210,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1}', '{0}')",{},"{0,1}","{0,1,2}",{},"{0,1}",{0},27,0,8,False,False,00000000,EXACT_DERIVED
1211,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1}', '{0,1}')",{},"{0,1}","{0,1,2}",{},"{0,1}","{0,1}",27,0,8,False,False,00000000,EXACT_DERIVED
1212,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{},"{0,1}","{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1213,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1,2}', '{}')",{},"{0,1}","{0,1,2}",{},"{0,1,2}",{},3,0,8,False,False,00000000,EXACT_DERIVED
1214,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1,2}', '{0}')",{},"{0,1}","{0,1,2}",{},"{0,1,2}",{0},9,0,8,False,False,00000000,EXACT_DERIVED
1215,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1,2}', '{0,1}')",{},"{0,1}","{0,1,2}",{},"{0,1,2}","{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1216,"('{}', '{0,1}', '{0,1,2}', '{}', '{0,1,2}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{},"{0,1,2}","{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1217,"('{}', '{0,1}', '{0,1,2}', '{0}', '{}', '{}')",{},"{0,1}","{0,1,2}",{0},{},{},9,0,8,False,False,00000000,EXACT_DERIVED
1218,"('{}', '{0,1}', '{0,1,2}', '{0}', '{}', '{0}')",{},"{0,1}","{0,1,2}",{0},{},{0},9,0,8,False,False,00000000,EXACT_DERIVED
1219,"('{}', '{0,1}', '{0,1,2}', '{0}', '{}', '{1}')",{},"{0,1}","{0,1,2}",{0},{},{1},18,0,8,False,False,00000000,EXACT_DERIVED
1220,"('{}', '{0,1}', '{0,1,2}', '{0}', '{}', '{0,1}')",{},"{0,1}","{0,1,2}",{0},{},"{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1221,"('{}', '{0,1}', '{0,1,2}', '{0}', '{}', '{1,2}')",{},"{0,1}","{0,1,2}",{0},{},"{1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1222,"('{}', '{0,1}', '{0,1,2}', '{0}', '{}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{0},{},"{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1223,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0}', '{}')",{},"{0,1}","{0,1,2}",{0},{0},{},27,0,8,False,False,00000000,EXACT_DERIVED
1224,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0}', '{0}')",{},"{0,1}","{0,1,2}",{0},{0},{0},27,0,8,False,False,00000000,EXACT_DERIVED
1225,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0}', '{1}')",{},"{0,1}","{0,1,2}",{0},{0},{1},54,0,8,False,False,00000000,EXACT_DERIVED
1226,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0}', '{0,1}')",{},"{0,1}","{0,1,2}",{0},{0},"{0,1}",54,0,8,False,False,00000000,EXACT_DERIVED
1227,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0}', '{1,2}')",{},"{0,1}","{0,1,2}",{0},{0},"{1,2}",27,0,8,False,False,00000000,EXACT_DERIVED
1228,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{0},{0},"{0,1,2}",27,0,8,False,False,00000000,EXACT_DERIVED
1229,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1}', '{}')",{},"{0,1}","{0,1,2}",{0},"{0,1}",{},27,0,8,False,False,00000000,EXACT_DERIVED
1230,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1}', '{0}')",{},"{0,1}","{0,1,2}",{0},"{0,1}",{0},27,0,8,False,False,00000000,EXACT_DERIVED
1231,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1}', '{1}')",{},"{0,1}","{0,1,2}",{0},"{0,1}",{1},54,0,8,False,False,00000000,EXACT_DERIVED
1232,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1}', '{0,1}')",{},"{0,1}","{0,1,2}",{0},"{0,1}","{0,1}",54,0,8,False,False,00000000,EXACT_DERIVED
1233,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1}', '{1,2}')",{},"{0,1}","{0,1,2}",{0},"{0,1}","{1,2}",27,0,8,False,False,00000000,EXACT_DERIVED
1234,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{0},"{0,1}","{0,1,2}",27,0,8,False,False,00000000,EXACT_DERIVED
1235,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1,2}', '{}')",{},"{0,1}","{0,1,2}",{0},"{0,1,2}",{},9,0,8,False,False,00000000,EXACT_DERIVED
1236,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1,2}', '{0}')",{},"{0,1}","{0,1,2}",{0},"{0,1,2}",{0},9,0,8,False,False,00000000,EXACT_DERIVED
1237,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1,2}', '{1}')",{},"{0,1}","{0,1,2}",{0},"{0,1,2}",{1},18,0,8,False,False,00000000,EXACT_DERIVED
1238,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1,2}', '{0,1}')",{},"{0,1}","{0,1,2}",{0},"{0,1,2}","{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1239,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1,2}', '{1,2}')",{},"{0,1}","{0,1,2}",{0},"{0,1,2}","{1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1240,"('{}', '{0,1}', '{0,1,2}', '{0}', '{0,1,2}', '{0,1,2}')",{},"{0,1}","{0,1,2}",{0},"{0,1,2}","{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1241,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{}', '{}')",{},"{0,1}","{0,1,2}","{0,1}",{},{},9,0,8,False,False,00000000,EXACT_DERIVED
1242,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{}', '{0}')",{},"{0,1}","{0,1,2}","{0,1}",{},{0},18,0,8,False,False,00000000,EXACT_DERIVED
1243,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1}",{},"{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1244,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{}', '{2}')",{},"{0,1}","{0,1,2}","{0,1}",{},{2},9,0,8,False,False,00000000,EXACT_DERIVED
1245,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{}', '{0,2}')",{},"{0,1}","{0,1,2}","{0,1}",{},"{0,2}",18,0,8,False,False,00000000,EXACT_DERIVED
1246,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1}",{},"{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1247,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0}', '{}')",{},"{0,1}","{0,1,2}","{0,1}",{0},{},27,0,8,False,False,00000000,EXACT_DERIVED
1248,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0}', '{0}')",{},"{0,1}","{0,1,2}","{0,1}",{0},{0},54,0,8,False,False,00000000,EXACT_DERIVED
1249,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1}",{0},"{0,1}",27,0,8,False,False,00000000,EXACT_DERIVED
1250,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0}', '{2}')",{},"{0,1}","{0,1,2}","{0,1}",{0},{2},27,0,8,False,False,00000000,EXACT_DERIVED
1251,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0}', '{0,2}')",{},"{0,1}","{0,1,2}","{0,1}",{0},"{0,2}",54,0,8,False,False,00000000,EXACT_DERIVED
1252,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1}",{0},"{0,1,2}",27,0,8,False,False,00000000,EXACT_DERIVED
1253,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1}', '{}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1}",{},27,0,8,False,False,00000000,EXACT_DERIVED
1254,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1}', '{0}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1}",{0},54,0,8,False,False,00000000,EXACT_DERIVED
1255,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1}","{0,1}",27,0,8,False,False,00000000,EXACT_DERIVED
1256,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1}', '{2}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1}",{2},27,0,8,False,False,00000000,EXACT_DERIVED
1257,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1}', '{0,2}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1}","{0,2}",54,0,8,False,False,00000000,EXACT_DERIVED
1258,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1}","{0,1,2}",27,0,8,False,False,00000000,EXACT_DERIVED
1259,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1,2}', '{}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1,2}",{},9,0,8,False,False,00000000,EXACT_DERIVED
1260,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1,2}', '{0}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1,2}",{0},18,0,8,False,False,00000000,EXACT_DERIVED
1261,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1,2}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1,2}","{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1262,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1,2}', '{2}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1,2}",{2},9,0,8,False,False,00000000,EXACT_DERIVED
1263,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1,2}', '{0,2}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1,2}","{0,2}",18,0,8,False,False,00000000,EXACT_DERIVED
1264,"('{}', '{0,1}', '{0,1,2}', '{0,1}', '{0,1,2}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1}","{0,1,2}","{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1265,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{}', '{}')",{},"{0,1}","{0,1,2}","{0,1,2}",{},{},3,0,8,False,False,00000000,EXACT_DERIVED
1266,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{}', '{0}')",{},"{0,1}","{0,1,2}","{0,1,2}",{},{0},9,0,8,False,False,00000000,EXACT_DERIVED
1267,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1,2}",{},"{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1268,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1,2}",{},"{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1269,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0}', '{}')",{},"{0,1}","{0,1,2}","{0,1,2}",{0},{},9,0,8,False,False,00000000,EXACT_DERIVED
1270,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0}', '{0}')",{},"{0,1}","{0,1,2}","{0,1,2}",{0},{0},27,0,8,False,False,00000000,EXACT_DERIVED
1271,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1,2}",{0},"{0,1}",27,0,8,False,False,00000000,EXACT_DERIVED
1272,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1,2}",{0},"{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1273,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1}', '{}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1}",{},9,0,8,False,False,00000000,EXACT_DERIVED
1274,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1}', '{0}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1}",{0},27,0,8,False,False,00000000,EXACT_DERIVED
1275,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1}","{0,1}",27,0,8,False,False,00000000,EXACT_DERIVED
1276,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1}","{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1277,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1,2}', '{}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1,2}",{},3,0,8,False,False,00000000,EXACT_DERIVED
1278,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1,2}', '{0}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1,2}",{0},9,0,8,False,False,00000000,EXACT_DERIVED
1279,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1,2}', '{0,1}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1,2}","{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1280,"('{}', '{0,1}', '{0,1,2}', '{0,1,2}', '{0,1,2}', '{0,1,2}')",{},"{0,1}","{0,1,2}","{0,1,2}","{0,1,2}","{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1281,"('{}', '{0,1,2}', '{}', '{}', '{}', '{}')",{},"{0,1,2}",{},{},{},{},1,0,8,False,False,00000000,EXACT_DERIVED
1282,"('{}', '{0,1,2}', '{}', '{}', '{}', '{0}')",{},"{0,1,2}",{},{},{},{0},3,0,8,False,False,00000000,EXACT_DERIVED
1283,"('{}', '{0,1,2}', '{}', '{}', '{}', '{0,1}')",{},"{0,1,2}",{},{},{},"{0,1}",3,0,8,False,False,00000000,EXACT_DERIVED
1284,"('{}', '{0,1,2}', '{}', '{}', '{}', '{0,1,2}')",{},"{0,1,2}",{},{},{},"{0,1,2}",1,0,8,False,False,00000000,EXACT_DERIVED
1285,"('{}', '{0,1,2}', '{}', '{}', '{0}', '{}')",{},"{0,1,2}",{},{},{0},{},3,0,8,False,False,00000000,EXACT_DERIVED
1286,"('{}', '{0,1,2}', '{}', '{}', '{0}', '{0}')",{},"{0,1,2}",{},{},{0},{0},9,0,8,False,False,00000000,EXACT_DERIVED
1287,"('{}', '{0,1,2}', '{}', '{}', '{0}', '{0,1}')",{},"{0,1,2}",{},{},{0},"{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1288,"('{}', '{0,1,2}', '{}', '{}', '{0}', '{0,1,2}')",{},"{0,1,2}",{},{},{0},"{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1289,"('{}', '{0,1,2}', '{}', '{}', '{0,1}', '{}')",{},"{0,1,2}",{},{},"{0,1}",{},3,0,8,False,False,00000000,EXACT_DERIVED
1290,"('{}', '{0,1,2}', '{}', '{}', '{0,1}', '{0}')",{},"{0,1,2}",{},{},"{0,1}",{0},9,0,8,False,False,00000000,EXACT_DERIVED
1291,"('{}', '{0,1,2}', '{}', '{}', '{0,1}', '{0,1}')",{},"{0,1,2}",{},{},"{0,1}","{0,1}",9,0,8,False,False,00000000,EXACT_DERIVED
1292,"('{}', '{0,1,2}', '{}', '{}', '{0,1}', '{0,1,2}')",{},"{0,1,2}",{},{},"{0,1}","{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1293,"('{}', '{0,1,2}', '{}', '{}', '{0,1,2}', '{}')",{},"{0,1,2}",{},{},"{0,1,2}",{},1,0,8,False,False,00000000,EXACT_DERIVED
1294,"('{}', '{0,1,2}', '{}', '{}', '{0,1,2}', '{0}')",{},"{0,1,2}",{},{},"{0,1,2}",{0},3,0,8,False,False,00000000,EXACT_DERIVED
1295,"('{}', '{0,1,2}', '{}', '{}', '{0,1,2}', '{0,1}')",{},"{0,1,2}",{},{},"{0,1,2}","{0,1}",3,0,8,False,False,00000000,EXACT_DERIVED
1296,"('{}', '{0,1,2}', '{}', '{}', '{0,1,2}', '{0,1,2}')",{},"{0,1,2}",{},{},"{0,1,2}","{0,1,2}",1,0,8,False,False,00000000,EXACT_DERIVED
1297,"('{}', '{0,1,2}', '{}', '{0}', '{}', '{}')",{},"{0,1,2}",{},{0},{},{},3,0,8,False,False,00000000,EXACT_DERIVED
1298,"('{}', '{0,1,2}', '{}', '{0}', '{}', '{0}')",{},"{0,1,2}",{},{0},{},{0},3,0,8,False,False,00000000,EXACT_DERIVED
1299,"('{}', '{0,1,2}', '{}', '{0}', '{}', '{1}')",{},"{0,1,2}",{},{0},{},{1},6,0,8,False,False,00000000,EXACT_DERIVED
1300,"('{}', '{0,1,2}', '{}', '{0}', '{}', '{0,1}')",{},"{0,1,2}",{},{0},{},"{0,1}",6,0,8,False,False,00000000,EXACT_DERIVED
1301,"('{}', '{0,1,2}', '{}', '{0}', '{}', '{1,2}')",{},"{0,1,2}",{},{0},{},"{1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1302,"('{}', '{0,1,2}', '{}', '{0}', '{}', '{0,1,2}')",{},"{0,1,2}",{},{0},{},"{0,1,2}",3,0,8,False,False,00000000,EXACT_DERIVED
1303,"('{}', '{0,1,2}', '{}', '{0}', '{0}', '{}')",{},"{0,1,2}",{},{0},{0},{},9,0,8,False,False,00000000,EXACT_DERIVED
1304,"('{}', '{0,1,2}', '{}', '{0}', '{0}', '{0}')",{},"{0,1,2}",{},{0},{0},{0},9,0,8,False,False,00000000,EXACT_DERIVED
1305,"('{}', '{0,1,2}', '{}', '{0}', '{0}', '{1}')",{},"{0,1,2}",{},{0},{0},{1},18,0,8,False,False,00000000,EXACT_DERIVED
1306,"('{}', '{0,1,2}', '{}', '{0}', '{0}', '{0,1}')",{},"{0,1,2}",{},{0},{0},"{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1307,"('{}', '{0,1,2}', '{}', '{0}', '{0}', '{1,2}')",{},"{0,1,2}",{},{0},{0},"{1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1308,"('{}', '{0,1,2}', '{}', '{0}', '{0}', '{0,1,2}')",{},"{0,1,2}",{},{0},{0},"{0,1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
1309,"('{}', '{0,1,2}', '{}', '{0}', '{0,1}', '{}')",{},"{0,1,2}",{},{0},"{0,1}",{},9,0,8,False,False,00000000,EXACT_DERIVED
1310,"('{}', '{0,1,2}', '{}', '{0}', '{0,1}', '{0}')",{},"{0,1,2}",{},{0},"{0,1}",{0},9,0,8,False,False,00000000,EXACT_DERIVED
1311,"('{}', '{0,1,2}', '{}', '{0}', '{0,1}', '{1}')",{},"{0,1,2}",{},{0},"{0,1}",{1},18,0,8,False,False,00000000,EXACT_DERIVED
1312,"('{}', '{0,1,2}', '{}', '{0}', '{0,1}', '{0,1}')",{},"{0,1,2}",{},{0},"{0,1}","{0,1}",18,0,8,False,False,00000000,EXACT_DERIVED
1313,"('{}', '{0,1,2}', '{}', '{0}', '{0,1}', '{1,2}')",{},"{0,1,2}",{},{0},"{0,1}","{1,2}",9,0,8,False,False,00000000,EXACT_DERIVED
